74.06,74.56,58.22,18.53,61.27
72.80,73.77,57.23,18.83,58.41
73.72,73.33,52.62,20.81,57.82
72.33,73.03,50.78,24.08,55.63
72.97,72.95,44.48,25.38,55.08
71.64,72.12,51.92,27.29,54.49
71.69,72.13,49.68,28.36,54.19
71.38,71.15,49.59,32.76,53.08
69.91,69.83,46.78,36.40,53.57
71.38,71.11,49.09,42.70,52.07
71.18,70.70,50.16,37.71,52.00
71.27,71.38,51.93,40.05,52.05
70.74,70.19,48.67,36.97,53.99
69.95,70.31,48.65,41.47,51.94
70.97,71.30,43.32,40.60,52.29
72.80,72.29,45.57,41.38,53.03
71.43,71.98,50.95,33.33,56.63
73.92,74.09,61.38,22.73,63.50
76.81,75.40,67.47,16.00,66.75
77.73,73.71,67.69,0.62,69.86
75.49,72.31,64.24,2.80,71.28
75.86,69.88,62.62,6.20,72.56
73.80,67.28,60.28,6.71,71.79
74.00,70.50,59.83,5.15,70.93
73.40,69.48,57.74,4.24,69.91
71.92,68.67,55.05,12.41,69.97
71.68,68.45,53.56,29.07,69.66
72.39,68.13,50.58,34.23,69.25
71.28,69.49,52.72,38.04,68.85
72.65,70.36,52.78,35.97,68.16
71.22,70.57,54.20,33.33,63.75
70.91,70.04,54.36,25.88,61.31
69.74,70.17,51.52,25.28,59.28
68.85,68.37,50.45,25.49,57.10
68.57,67.66,53.10,28.30,57.69
66.80,65.79,45.64,29.02,55.36
66.78,64.85,48.03,30.69,55.93
62.98,62.12,47.11,28.74,55.95
63.52,60.24,47.61,28.27,55.53
61.93,58.86,50.08,28.53,54.00
61.81,59.56,46.45,31.97,55.35
61.61,59.68,46.04,39.61,54.94
60.39,55.32,45.64,36.15,54.29
57.54,50.24,46.36,40.20,55.40
55.90,47.80,46.43,39.24,51.87
56.85,45.59,45.32,38.94,53.18
55.04,44.12,48.73,33.78,51.68
59.82,49.20,56.36,21.38,56.12
73.78,53.49,69.16,14.04,65.94
76.50,52.38,71.43,10.67,68.70
75.02,47.36,66.25,3.40,70.97
73.49,48.54,61.43,1.16,72.17
73.03,43.04,59.24,2.60,72.78
74.05,35.49,57.06,5.16,73.40
71.73,33.75,56.59,7.31,72.31
69.84,33.99,54.81,8.94,70.39
70.51,35.63,53.92,10.51,71.09
69.42,38.44,54.59,12.19,70.11
67.74,41.43,50.32,14.46,68.30
67.07,41.83,50.87,16.39,67.75
66.56,39.42,52.55,16.57,65.33
60.91,43.47,46.49,16.96,59.50
63.56,38.78,48.34,17.56,61.30
63.47,40.81,51.09,24.39,59.95
60.34,42.18,53.45,25.77,55.99
58.51,45.28,47.67,25.00,57.01
61.01,55.55,45.81,23.07,55.21
62.45,58.61,47.39,23.83,55.08
62.76,59.28,48.51,26.40,54.48
64.48,60.97,45.34,24.92,56.50
65.02,62.25,47.55,31.88,57.47
63.78,61.38,44.56,35.12,56.28
63.70,57.85,43.07,32.33,56.78
63.00,55.42,47.24,38.19,57.22
59.87,46.23,45.28,35.79,57.82
59.98,43.48,45.06,32.38,57.98
58.70,42.19,50.98,37.47,59.14
64.00,45.04,59.23,26.92,62.08
70.24,47.02,68.01,18.90,65.17
74.37,55.68,70.76,12.93,69.02
75.95,63.22,68.37,6.97,72.55
74.96,63.24,63.10,1.91,74.76
71.20,65.87,59.19,1.54,72.55
74.30,66.68,55.93,2.37,72.32
73.05,66.85,54.50,3.43,71.37
72.83,68.55,54.48,2.41,72.69
71.54,69.76,57.62,4.28,69.37
73.80,70.11,54.12,6.02,70.35
72.04,71.33,56.14,7.64,69.46
73.17,72.87,51.66,8.36,64.57
73.28,74.05,55.61,11.48,61.28
73.20,73.19,54.25,13.98,62.20
71.46,71.17,54.04,15.53,58.86
71.77,70.65,49.86,19.65,58.40
72.04,71.15,48.54,19.88,57.23
71.35,70.81,48.59,19.39,57.34
70.64,70.00,50.62,20.84,59.00
69.73,70.12,51.00,22.16,53.59
69.87,69.88,49.89,31.13,56.17
69.87,69.13,47.65,36.44,57.50
66.84,66.39,44.02,29.32,56.81
67.68,66.96,48.09,36.71,57.54
68.34,67.00,45.46,41.76,58.92
66.31,64.02,43.73,34.50,56.93
65.98,62.28,47.24,38.94,60.07
64.59,60.90,44.75,40.67,59.47
64.40,59.12,50.76,31.32,58.99
69.83,61.60,62.31,19.57,63.30
73.11,58.03,68.80,5.52,65.99
76.81,60.19,67.45,1.68,72.80
75.07,62.32,61.16,5.95,72.71
71.59,61.58,59.61,10.11,71.93
73.23,60.51,54.58,13.69,72.96
73.91,57.30,57.66,24.62,73.15
72.32,54.89,53.11,32.02,72.20
70.60,52.59,54.27,36.48,71.28
71.20,46.29,52.48,37.41,71.64
69.95,49.38,50.78,37.39,70.49
70.79,52.37,50.15,36.88,70.66
69.76,53.00,53.91,33.66,69.33
68.39,55.25,52.19,31.74,67.04
66.59,51.23,53.45,28.87,65.65
59.91,53.38,49.24,24.36,59.86
62.17,53.21,49.98,27.64,60.36
59.65,45.61,48.23,28.98,55.82
58.63,40.24,50.10,29.44,54.49
57.67,37.67,50.08,27.72,53.56
57.42,38.47,49.56,26.05,52.06
56.40,32.81,49.05,29.15,53.31
56.77,34.94,47.98,29.71,54.48
56.09,32.46,50.70,33.71,52.90
55.90,33.55,45.68,32.62,52.41
56.28,35.14,48.43,41.27,52.23
55.80,34.87,43.60,39.01,52.33
54.27,31.68,43.06,40.18,51.08
54.28,29.97,43.24,38.36,52.59
55.42,32.94,47.44,27.72,53.99
67.06,40.98,59.52,12.85,64.51
72.63,47.04,65.75,6.67,67.12
77.20,55.03,66.21,6.51,74.39
77.57,65.05,63.21,4.26,75.35
74.73,68.90,61.91,7.58,72.28
76.23,69.64,57.47,8.58,73.23
74.83,66.67,55.60,16.90,73.04
74.26,67.62,56.09,25.26,72.60
72.38,69.10,50.26,31.20,70.09
73.45,69.75,51.48,32.23,71.36
74.47,70.43,54.67,32.33,70.66
73.90,71.53,52.36,27.45,69.31
73.32,69.43,54.28,22.92,69.24
70.74,66.38,52.21,19.01,66.89
69.21,66.20,53.02,19.81,64.84
68.29,66.52,48.52,23.70,60.13
67.69,65.34,50.92,27.27,60.69
67.74,64.59,50.97,27.11,60.26
66.96,63.65,53.04,28.71,59.92
67.96,65.27,51.72,26.01,59.25
68.09,65.74,44.81,26.38,58.65
67.58,65.90,46.82,31.60,58.82
65.98,62.90,44.41,32.67,56.85
58.67,53.68,44.64,35.30,53.01
58.11,49.21,46.13,36.45,53.64
58.07,48.92,47.11,35.63,53.08
57.66,49.52,46.07,36.63,52.72
58.15,51.10,46.80,37.52,53.29
57.79,50.47,47.33,33.93,52.13
57.62,49.87,52.15,27.40,53.82
66.07,51.63,62.41,17.85,60.41
